image_name,object_class,vehicle_lat,vehicle_lon,vehicle_heading_deg,target_range_m,target_azimuth_deg,target_lat,target_lon,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,split
00229.xml,ball,18.921729,72.828169,270.0,19.38,-16.26,18.92168,72.827992,294,572,360,618,UATD Training
00229.xml,human body,18.921729,72.828169,270.0,15.83,-3.34,18.921721,72.828019,434,448,514,499,UATD Training
00230.xml,ball,18.921729,72.828207,270.0,19.96,-14.85,18.921683,72.828024,318,596,368,634,UATD Training
00230.xml,human body,18.921729,72.828207,270.0,15.85,-3.08,18.921721,72.828057,434,448,520,500,UATD Training
00231.xml,human body,18.921729,72.828245,270.0,15.6,-2.02,18.921724,72.828097,438,433,540,498,UATD Training
00231.xml,ball,18.921729,72.828245,270.0,19.66,-14.94,18.921683,72.828064,314,580,370,629,UATD Training
00232.xml,ball,18.921729,72.828283,270.0,19.37,-16.7,18.921679,72.828107,296,572,348,617,UATD Training
00232.xml,human body,18.921729,72.828283,270.0,15.55,-3.6,18.92172,72.828135,420,437,522,491,UATD Training
00233.xml,ball,18.921729,72.828321,270.0,19.54,-15.56,18.921682,72.828142,306,582,364,619,UATD Training
00233.xml,human body,18.921729,72.828321,270.0,15.6,-3.16,18.921721,72.828173,432,438,520,493,UATD Training
00234.xml,ball,18.921729,72.828359,270.0,19.67,-14.68,18.921684,72.828178,316,581,374,629,UATD Training
00234.xml,human body,18.921729,72.828359,270.0,15.77,-2.46,18.921723,72.828209,432,445,536,498,UATD Training
00235.xml,human body,18.921729,72.828397,270.0,15.73,-3.78,18.92172,72.828248,430,441,508,499,UATD Training
00235.xml,ball,18.921729,72.828397,270.0,19.44,-15.82,18.921681,72.828219,308,576,356,618,UATD Training
00236.xml,human body,18.921729,72.828435,270.0,15.86,-3.52,18.92172,72.828284,434,446,510,503,UATD Training
00236.xml,ball,18.921729,72.828435,270.0,19.45,-15.12,18.921683,72.828256,314,573,366,622,UATD Training
00237.xml,ball,18.921729,72.828473,270.0,19.51,-15.56,18.921682,72.828294,312,577,358,622,UATD Training
00237.xml,human body,18.921729,72.828473,270.0,16.21,-2.64,18.921722,72.828319,436,459,528,514,UATD Training
00238.xml,ball,18.921729,72.828511,270.0,20.48,-16.0,18.921678,72.828324,306,614,354,651,UATD Training
00238.xml,human body,18.921729,72.828511,270.0,16.44,-2.37,18.921723,72.828355,436,467,534,522,UATD Training
00239.xml,ball,18.921729,72.828549,270.0,20.15,-14.59,18.921683,72.828363,314,596,378,647,UATD Training
00239.xml,human body,18.921729,72.828549,270.0,16.63,-1.85,18.921724,72.828391,446,475,536,527,UATD Training
00240.xml,ball,18.921729,72.828587,270.0,19.96,-12.48,18.92169,72.828401,344,592,396,638,UATD Training
00240.xml,human body,18.921729,72.828587,270.0,16.21,-0.79,18.921727,72.828433,450,462,556,511,UATD Training
00241.xml,ball,18.921729,72.828625,270.0,19.51,-14.94,18.921683,72.828446,308,577,376,622,UATD Training
00241.xml,human body,18.921729,72.828625,270.0,16.08,-2.37,18.921723,72.828472,430,453,540,511,UATD Training
00242.xml,human body,18.921729,72.828662,270.0,16.58,-1.23,18.921726,72.828505,450,471,546,527,UATD Training
00242.xml,ball,18.921729,72.828662,270.0,20.11,-13.89,18.921685,72.828477,322,597,386,643,UATD Training
00243.xml,ball,18.921729,72.8287,270.0,19.69,-12.66,18.92169,72.828518,340,580,396,631,UATD Training
00243.xml,human body,18.921729,72.8287,270.0,16.11,-1.32,18.921726,72.828548,460,452,534,514,UATD Training
00244.xml,ball,18.921729,72.828738,270.0,19.4,-15.03,18.921683,72.828561,304,573,378,618,UATD Training
00244.xml,human body,18.921729,72.828738,270.0,16.14,-3.25,18.921721,72.828585,440,448,510,520,UATD Training
00245.xml,ball,18.921729,72.828776,270.0,19.88,-13.27,18.921688,72.828593,330,585,392,639,UATD Training
00245.xml,human body,18.921729,72.828776,270.0,16.34,-0.26,18.921728,72.828621,460,467,558,515,UATD Training
00246.xml,ball,18.921729,72.828814,270.0,19.79,-12.74,18.921689,72.828631,336,584,398,634,UATD Training
00246.xml,human body,18.921729,72.828814,270.0,16.33,-0.53,18.921728,72.828659,458,465,554,516,UATD Training
00247.xml,ball,18.921729,72.828852,270.0,19.42,-13.89,18.921687,72.828673,332,574,376,619,UATD Training
00247.xml,human body,18.921729,72.828852,270.0,16.2,-2.81,18.921722,72.828699,432,458,528,514,UATD Training
00248.xml,ball,18.921729,72.82889,270.0,19.29,-15.64,18.921682,72.828714,302,569,366,615,UATD Training
00248.xml,human body,18.921729,72.82889,270.0,16.33,-2.29,18.921723,72.828735,440,462,532,519,UATD Training
00249.xml,ball,18.921729,72.828928,270.0,19.94,-12.48,18.92169,72.828743,338,593,402,635,UATD Training
00249.xml,human body,18.921729,72.828928,270.0,16.5,0.18,18.921729,72.828772,476,470,552,523,UATD Training
00250.xml,ball,18.921729,72.828966,270.0,19.13,-16.08,18.921681,72.828792,304,564,354,609,UATD Training
00250.xml,human body,18.921729,72.828966,270.0,16.21,-3.52,18.92172,72.828813,422,454,522,519,UATD Training
00251.xml,human body,18.921729,72.829004,270.0,16.74,-2.37,18.921723,72.828845,444,474,526,535,UATD Training
00251.xml,ball,18.921729,72.829004,270.0,19.64,-15.12,18.921683,72.828824,314,582,366,626,UATD Training
00252.xml,human body,18.921729,72.829042,270.0,16.49,0.44,18.92173,72.828886,470,470,564,522,UATD Training
00252.xml,ball,18.921729,72.829042,270.0,20.04,-12.04,18.921691,72.828856,342,596,408,639,UATD Training
00253.xml,ball,18.921729,72.82908,270.0,19.54,-11.69,18.921693,72.828899,348,574,410,627,UATD Training
00253.xml,human body,18.921729,72.82908,270.0,16.11,1.32,18.921732,72.828927,486,454,568,512,UATD Training
00254.xml,ball,18.921729,72.829118,270.0,19.38,-13.01,18.921689,72.828939,330,569,398,621,UATD Training
00254.xml,human body,18.921729,72.829118,270.0,16.12,-1.32,18.921726,72.828965,452,453,542,514,UATD Training
00255.xml,ball,18.921729,72.829156,270.0,19.57,-15.64,18.921681,72.828977,306,580,362,623,UATD Training
00255.xml,human body,18.921729,72.829156,270.0,16.33,-2.46,18.921723,72.829001,440,463,528,518,UATD Training
00256.xml,ball,18.921729,72.829194,270.0,19.56,-16.52,18.921679,72.829016,272,568,376,634,UATD Training
00256.xml,human body,18.921729,72.829194,270.0,16.37,-3.43,18.92172,72.829039,434,462,512,522,UATD Training
00257.xml,ball,18.921729,72.829232,270.0,19.7,-15.82,18.92168,72.829052,304,581,360,631,UATD Training
00257.xml,human body,18.921729,72.829232,270.0,16.24,-2.9,18.921721,72.829078,438,459,520,516,UATD Training
00258.xml,human body,18.921729,72.82927,270.0,21.65,7.21,18.921753,72.829066,536,973,652,1044,UATD Training
00258.xml,ball,18.921729,72.82927,270.0,24.34,-9.67,18.921692,72.829042,376,1119,428,1175,UATD Training
00259.xml,ball,18.921729,72.829308,270.0,23.8,-11.51,18.921686,72.829087,354,1096,408,1144,UATD Training
00259.xml,human body,18.921729,72.829308,270.0,21.43,5.62,18.921748,72.829106,522,967,630,1029,UATD Training
00260.xml,ball,18.921729,72.829346,270.0,23.89,-10.55,18.921689,72.829123,358,1096,426,1151,UATD Training
00260.xml,human body,18.921729,72.829346,270.0,21.43,7.21,18.921753,72.829144,536,963,652,1032,UATD Training
00261.xml,human body,18.921729,72.829384,270.0,21.72,7.03,18.921753,72.829179,528,979,656,1046,UATD Training
00261.xml,ball,18.921729,72.829384,270.0,24.03,-11.95,18.921684,72.829161,348,1103,404,1159,UATD Training
00262.xml,human body,18.921729,72.829422,270.0,21.65,6.94,18.921753,72.829218,530,981,652,1036,UATD Training
00262.xml,ball,18.921729,72.829422,270.0,24.09,-10.81,18.921688,72.829197,358,1109,420,1159,UATD Training
00263.xml,ball,18.921729,72.82946,270.0,23.83,-11.51,18.921686,72.829238,354,1096,408,1145,UATD Training
00263.xml,human body,18.921729,72.82946,270.0,21.7,7.29,18.921754,72.829256,534,987,656,1036,UATD Training
00264.xml,ball,18.921729,72.829498,270.0,23.87,-11.25,18.921687,72.829276,362,1092,406,1153,UATD Training
00264.xml,human body,18.921729,72.829498,270.0,21.82,7.21,18.921754,72.829292,530,989,658,1046,UATD Training
00265.xml,ball,18.921729,72.829536,270.0,23.77,-12.13,18.921684,72.829315,352,1092,396,1143,UATD Training
00265.xml,human body,18.921729,72.829536,270.0,21.74,6.5,18.921751,72.829331,526,985,646,1042,UATD Training
00266.xml,ball,18.921729,72.829574,270.0,23.99,-12.13,18.921683,72.829351,352,1103,396,1155,UATD Training
00266.xml,human body,18.921729,72.829574,270.0,21.87,5.98,18.921749,72.829367,514,994,646,1046,UATD Training
00267.xml,ball,18.921729,72.829612,270.0,23.94,-11.95,18.921684,72.829389,350,1098,402,1155,UATD Training
00267.xml,human body,18.921729,72.829612,270.0,21.89,6.33,18.921751,72.829405,528,990,640,1052,UATD Training
00268.xml,human body,18.921729,72.82965,270.0,21.91,6.5,18.921751,72.829443,526,992,646,1052,UATD Training
00268.xml,ball,18.921729,72.82965,270.0,23.85,-12.39,18.921683,72.829429,348,1094,394,1149,UATD Training
00269.xml,human body,18.921729,72.829688,270.0,21.63,6.77,18.921752,72.829484,526,985,652,1030,UATD Training
00269.xml,ball,18.921729,72.829688,270.0,23.52,-11.87,18.921685,72.829469,348,1078,406,1131,UATD Training
00270.xml,ball,18.921729,72.829726,270.0,23.83,-11.34,18.921687,72.829504,352,1092,414,1149,UATD Training
00270.xml,human body,18.921729,72.829726,270.0,21.94,5.62,18.921748,72.829518,514,989,638,1058,UATD Training
00271.xml,ball,18.921729,72.829764,270.0,23.63,-10.9,18.921689,72.829543,368,1088,408,1133,UATD Training
00271.xml,human body,18.921729,72.829764,270.0,21.53,6.77,18.921752,72.829561,528,969,650,1036,UATD Training
00272.xml,ball,18.921729,72.829802,270.0,23.71,-12.92,18.921681,72.829582,340,1090,390,1139,UATD Training
00272.xml,human body,18.921729,72.829802,270.0,21.78,6.15,18.92175,72.829596,524,981,640,1050,UATD Training
00273.xml,ball,18.921729,72.82984,270.0,24.09,-9.49,18.921693,72.829614,376,1105,432,1163,UATD Training
00273.xml,human body,18.921729,72.82984,270.0,21.95,8.17,18.921757,72.829633,548,992,662,1056,UATD Training
00274.xml,human body,18.921729,72.829878,270.0,21.86,6.94,18.921753,72.829672,520,987,662,1052,UATD Training
00274.xml,ball,18.921729,72.829878,270.0,23.87,-12.83,18.921681,72.829657,342,1096,390,1149,UATD Training
00275.xml,human body,18.921729,72.829916,270.0,21.95,9.58,18.921762,72.82971,546,996,696,1052,UATD Training
00275.xml,ball,18.921729,72.829916,270.0,24.07,-12.13,18.921683,72.829692,350,1107,398,1159,UATD Training
00276.xml,ball,18.921729,72.829954,270.0,23.83,-13.62,18.921678,72.829734,332,1090,382,1151,UATD Training
00276.xml,human body,18.921729,72.829954,270.0,23.83,-13.36,18.921679,72.829733,340,1094,380,1147,UATD Training
00277.xml,human body,18.921729,72.829991,270.0,21.85,8.0,18.921756,72.829786,538,990,668,1048,UATD Training
00277.xml,ball,18.921729,72.829991,270.0,21.86,8.0,18.921756,72.829786,532,989,674,1050,UATD Training
00278.xml,ball,18.921729,72.830029,270.0,23.69,-13.27,18.92168,72.829811,340,1084,382,1143,UATD Training
00278.xml,human body,18.921729,72.830029,270.0,21.82,7.12,18.921753,72.829824,528,979,658,1056,UATD Training
00279.xml,ball,18.921729,72.830067,270.0,23.67,-13.18,18.92168,72.829849,338,1080,386,1145,UATD Training
00279.xml,human body,18.921729,72.830067,270.0,21.67,7.73,18.921755,72.829864,538,975,662,1044,UATD Training
00280.xml,human body,18.921729,72.830105,270.0,21.93,7.73,18.921756,72.829899,522,994,678,1052,UATD Training
00280.xml,ball,18.921729,72.830105,270.0,23.83,-12.39,18.921683,72.829884,352,1098,390,1143,UATD Training
00281.xml,human body,18.921729,72.830143,270.0,21.89,6.59,18.921752,72.829937,516,990,658,1052,UATD Training
00281.xml,ball,18.921729,72.830143,270.0,23.5,-13.8,18.921678,72.829927,332,1078,378,1129,UATD Training
00282.xml,ball,18.921729,72.830181,270.0,23.73,-11.16,18.921687,72.82996,362,1088,408,1143,UATD Training
00282.xml,human body,18.921729,72.830181,270.0,21.86,7.56,18.921755,72.829976,536,987,660,1052,UATD Training
00283.xml,ball,18.921729,72.830219,270.0,23.65,-13.54,18.921679,72.830001,340,1086,376,1137,UATD Training
00283.xml,human body,18.921729,72.830219,270.0,21.72,6.5,18.921751,72.830014,528,981,644,1044,UATD Training
00284.xml,ball,18.921729,72.830257,270.0,24.13,-12.66,18.921681,72.830034,346,1111,390,1161,UATD Training
00284.xml,human body,18.921729,72.830257,270.0,22.05,7.12,18.921754,72.83005,520,1002,666,1056,UATD Training
00285.xml,ball,18.921729,72.830295,270.0,19.88,-11.6,18.921693,72.83011,350,581,410,643,UATD Training
00285.xml,human body,18.921729,72.830295,270.0,16.8,6.77,18.921747,72.830137,508,481,670,532,UATD Training
00286.xml,human body,18.921729,72.830333,270.0,16.59,7.56,18.921749,72.830177,528,471,668,528,UATD Training
00286.xml,ball,18.921729,72.830333,270.0,19.5,-13.18,18.921689,72.830153,340,573,384,625,UATD Training
00287.xml,ball,18.921729,72.830371,270.0,19.28,-13.97,18.921687,72.830194,322,564,384,619,UATD Training
00287.xml,human body,18.921729,72.830371,270.0,16.42,5.8,18.921744,72.830216,512,465,644,522,UATD Training
00288.xml,ball,18.921729,72.830409,270.0,19.56,-13.97,18.921686,72.830229,322,572,384,630,UATD Training
00288.xml,human body,18.921729,72.830409,270.0,16.74,6.68,18.921747,72.830251,530,469,646,540,UATD Training
00289.xml,ball,18.921729,72.830447,270.0,20.11,-12.92,18.921688,72.830261,332,593,398,647,UATD Training
00289.xml,human body,18.921729,72.830447,270.0,16.96,7.12,18.921748,72.830287,514,479,672,545,UATD Training
00290.xml,ball,18.921729,72.830485,270.0,19.95,-11.69,18.921692,72.8303,340,590,418,639,UATD Training
00290.xml,human body,18.921729,72.830485,270.0,16.9,8.7,18.921752,72.830327,538,473,684,547,UATD Training
00291.xml,human body,18.921729,72.830523,270.0,16.39,12.39,18.921761,72.830371,285,533,368,644,UATD Training
00291.xml,ball,18.921729,72.830523,270.0,19.49,-13.1,18.921689,72.830343,158,680,205,751,UATD Training
00292.xml,human body,18.921729,72.830561,270.0,16.99,11.16,18.921759,72.830403,280,558,359,667,UATD Training
00292.xml,ball,18.921729,72.830561,270.0,19.84,-13.54,18.921687,72.830378,156,684,202,774,UATD Training
00293.xml,human body,18.921729,72.830599,270.0,16.72,13.8,18.921765,72.830445,294,549,375,654,UATD Training
00293.xml,ball,18.921729,72.830599,270.0,19.73,-11.51,18.921693,72.830416,167,689,214,760,UATD Training
00294.xml,human body,18.921729,72.830637,270.0,17.0,11.51,18.92176,72.830479,276,575,367,651,UATD Training
00294.xml,ball,18.921729,72.830637,270.0,19.51,-14.33,18.921685,72.830458,154,687,195,744,UATD Training
00295.xml,human body,18.921729,72.830675,270.0,17.39,12.39,18.921763,72.830514,282,592,371,667,UATD Training
00295.xml,ball,18.921729,72.830675,270.0,19.78,-12.48,18.92169,72.830492,162,697,208,757,UATD Training
00296.xml,human body,18.921729,72.830713,270.0,17.35,12.22,18.921762,72.830552,279,592,372,664,UATD Training
00296.xml,ball,18.921729,72.830713,270.0,19.58,-11.43,18.921694,72.830531,171,690,211,748,UATD Training
00297.xml,human body,18.921729,72.830751,270.0,17.22,12.48,18.921763,72.830591,285,582,369,663,UATD Training
00297.xml,ball,18.921729,72.830751,270.0,19.35,-11.07,18.921695,72.830571,175,682,211,737,UATD Training
00298.xml,human body,18.921729,72.830789,270.0,16.82,15.29,18.921769,72.830635,307,563,379,649,UATD Training
00298.xml,ball,18.921729,72.830789,270.0,19.68,-7.38,18.921706,72.830604,199,696,229,750,UATD Training
00299.xml,human body,18.921729,72.830827,270.0,17.67,11.69,18.921761,72.830663,281,603,364,679,UATD Training
00299.xml,ball,18.921729,72.830827,270.0,19.89,-12.3,18.921691,72.830642,168,702,204,761,UATD Training
00300.xml,human body,18.921729,72.830865,270.0,17.35,14.15,18.921767,72.830705,297,593,376,663,UATD Training
00300.xml,ball,18.921729,72.830865,270.0,20.37,-9.84,18.921697,72.830674,182,723,218,780,UATD Training
00301.xml,human body,18.921729,72.830903,270.0,17.44,12.66,18.921763,72.830741,284,596,372,667,UATD Training
00301.xml,ball,18.921729,72.830903,270.0,19.93,-12.66,18.921689,72.830718,165,705,203,762,UATD Training
00302.xml,human body,18.921729,72.830941,270.0,17.61,12.48,18.921763,72.830778,283,600,371,677,UATD Training
00302.xml,ball,18.921729,72.830941,270.0,20.39,-12.22,18.92169,72.830752,170,726,203,778,UATD Training
00303.xml,human body,18.921729,72.830979,270.0,17.16,16.7,18.921773,72.830823,309,587,393,653,UATD Training
00303.xml,ball,18.921729,72.830979,270.0,20.26,-9.84,18.921698,72.830789,181,721,219,773,UATD Training
00304.xml,human body,18.921729,72.831017,270.0,17.05,13.27,18.921764,72.830859,283,579,380,652,UATD Training
00304.xml,ball,18.921729,72.831017,270.0,19.82,-12.57,18.92169,72.830833,166,699,203,759,UATD Training
00305.xml,human body,18.921729,72.831055,270.0,17.39,13.8,18.921766,72.830894,290,590,379,669,UATD Training
00305.xml,ball,18.921729,72.831055,270.0,19.96,-11.25,18.921694,72.830869,173,705,211,764,UATD Training
00306.xml,human body,18.921729,72.831093,270.0,17.26,16.26,18.921773,72.830935,307,577,390,671,UATD Training
00306.xml,ball,18.921729,72.831093,270.0,19.78,-8.79,18.921702,72.830907,185,697,227,757,UATD Training
00307.xml,human body,18.921729,72.831131,270.0,17.13,9.93,18.921756,72.83097,271,577,354,661,UATD Training
00307.xml,ball,18.921729,72.831131,270.0,19.51,-14.77,18.921684,72.830952,153,690,191,742,UATD Training
00308.xml,human body,18.921729,72.831169,270.0,17.48,15.56,18.921771,72.831009,298,589,391,677,UATD Training
00308.xml,ball,18.921729,72.831169,270.0,19.89,-9.84,18.921698,72.830983,179,704,221,759,UATD Training
00309.xml,human body,18.921729,72.831207,270.0,17.32,18.11,18.921778,72.83105,315,581,403,672,UATD Training
00309.xml,ball,18.921729,72.831207,270.0,19.89,-7.38,18.921706,72.831019,194,704,234,759,UATD Training
00310.xml,human body,18.921729,72.831245,270.0,17.51,13.54,18.921766,72.831083,295,600,371,669,UATD Training
00310.xml,ball,18.921729,72.831245,270.0,20.09,-10.72,18.921695,72.831057,176,710,214,770,UATD Training
00311.xml,human body,18.921729,72.831283,270.0,17.66,16.96,18.921775,72.831122,314,596,391,685,UATD Training
00311.xml,ball,18.921729,72.831283,270.0,20.85,-8.88,18.9217,72.831087,183,740,228,802,UATD Training
00312.xml,human body,18.921729,72.831321,270.0,17.35,18.28,18.921778,72.831164,320,590,400,666,UATD Training
00312.xml,ball,18.921729,72.831321,270.0,20.5,-6.5,18.921708,72.831127,199,727,239,786,UATD Training
00313.xml,human body,18.921729,72.831358,270.0,17.75,13.27,18.921766,72.831195,291,603,372,685,UATD Training
00313.xml,ball,18.921729,72.831358,270.0,20.9,-11.78,18.92169,72.831164,169,743,209,803,UATD Training
00314.xml,human body,18.921729,72.831396,270.0,17.44,16.79,18.921774,72.831238,308,584,395,679,UATD Training
00314.xml,ball,18.921729,72.831396,270.0,20.78,-7.38,18.921705,72.831201,196,734,232,802,UATD Training
00315.xml,human body,18.921729,72.831434,270.0,17.6,15.29,18.921771,72.831273,298,593,388,683,UATD Training
00315.xml,ball,18.921729,72.831434,270.0,20.53,-9.49,18.921698,72.831242,182,727,222,789,UATD Training
00316.xml,human body,18.921729,72.831472,270.0,17.26,18.02,18.921777,72.831317,314,579,403,669,UATD Training
00316.xml,ball,18.921729,72.831472,270.0,20.77,-6.94,18.921706,72.831277,198,740,235,795,UATD Training
